Time,Dataset,TypeDataset,IR,Repetition,SmoteMin,SmoteMax,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2022-6-16/18:55:48,nomao,regular,2,4,Auto,RUS2,None,SVM,18213,91.88,1610,8.12,0.82,0.08,0.28,18.27,60.45,19823,0.92,0.09,0.92,0.92,0.92,0.82,0.91,0.89,10525,91.62,963,8.38,0.8,0.08,0.29,19.62,63.94,11488,0.92,0.11,0.92,0.92,0.92,0.8,0.9,0.89,119
2022-6-16/18:56:37,nomao,regular,2,4,Auto,RUS2,CFS,IB1,19427,98,396,2,0.95,0.03,0.12,6.43,25.35,19823,0.98,0.03,0.98,0.98,0.98,0.95,1,1,10614,92.39,874,7.61,0.81,0.08,0.26,19.74,58.45,11488,0.92,0.11,0.92,0.92,0.92,0.81,0.95,0.94,11
2022-6-16/18:56:45,nomao,regular,2,4,Auto,RUS2,CFS,SVM,17388,87.72,2435,12.28,0.73,0.12,0.35,27.64,74.35,19823,0.88,0.14,0.88,0.88,0.88,0.73,0.87,0.84,10079,87.73,1409,12.27,0.7,0.12,0.35,28.71,77.35,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.86,0.84,11
2022-6-16/19:10:0,nomao,regular,2,4,100,0,None,IB1,29583,100,1,0,1,0,0.01,0.02,1.07,29584,1,0,1,1,1,1,1,1,10734,93.44,754,6.56,0.84,0.07,0.26,13.77,53.47,11488,0.93,0.09,0.94,0.93,0.93,0.84,0.93,0.91,119
2022-6-16/19:14:38,nomao,regular,2,4,100,0,None,SVM,27236,92.06,2348,7.94,0.84,0.08,0.28,16.06,56.67,29584,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,10502,91.42,986,8.58,0.79,0.09,0.29,18,61.14,11488,0.91,0.09,0.92,0.91,0.92,0.8,0.91,0.89,119
2022-6-16/19:15:59,nomao,regular,2,4,100,0,CFS,IB1,29350,99.21,234,0.79,0.98,0.01,0.07,2.2,14.83,29584,0.99,0.01,0.99,0.99,0.99,0.98,1,1,10702,93.16,786,6.84,0.83,0.07,0.25,14.75,52.8,11488,0.93,0.1,0.93,0.93,0.93,0.83,0.95,0.94,11
2022-6-16/19:16:22,nomao,regular,2,4,100,0,CFS,SVM,25710,86.91,3874,13.09,0.73,0.13,0.36,26.49,72.79,29584,0.87,0.14,0.87,0.87,0.87,0.73,0.87,0.82,10083,87.77,1405,12.23,0.7,0.12,0.35,25.65,72.99,11488,0.88,0.16,0.88,0.88,0.88,0.71,0.86,0.84,11
2022-6-16/19:28:15,nomao,regular,2,4,100,RUS,None,IB1,26430,100,1,0,1,0,0.01,0.02,1.12,26431,1,0,1,1,1,1,1,1,10700,93.14,788,6.86,0.83,0.07,0.26,13.72,52.38,11488,0.93,0.09,0.93,0.93,0.93,0.83,0.92,0.91,119
2022-6-16/19:32:7,nomao,regular,2,4,100,RUS,None,SVM,24327,92.04,2104,7.96,0.84,0.08,0.28,15.92,56.43,26431,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,10442,90.89,1046,9.11,0.78,0.09,0.3,18.21,60.35,11488,0.91,0.09,0.92,0.91,0.91,0.79,0.91,0.89,119
2022-6-16/19:33:14,nomao,regular,2,4,100,RUS,CFS,IB1,26275,99.41,156,0.59,0.99,0.01,0.06,1.64,12.77,26431,0.99,0.01,0.99,0.99,0.99,0.99,1,1,10532,91.68,956,8.32,0.8,0.09,0.28,17,56.67,11488,0.92,0.11,0.92,0.92,0.92,0.8,0.94,0.92,11
2022-6-16/19:33:28,nomao,regular,2,4,100,RUS,CFS,SVM,22970,86.91,3461,13.09,0.74,0.13,0.36,26.19,72.37,26431,0.87,0.13,0.87,0.87,0.87,0.74,0.87,0.82,10075,87.7,1413,12.3,0.7,0.12,0.35,24.6,70.14,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.86,0.84,11
2022-6-16/20:8:31,nomao,regular,2,4,100,40,None,IB1,36130,100,1,0,1,0,0,0.02,1,36131,1,0,1,1,1,1,1,1,10731,93.41,757,6.59,0.84,0.07,0.26,14.93,56.09,11488,0.93,0.1,0.93,0.93,0.93,0.84,0.92,0.91,119
2022-6-16/20:15:7,nomao,regular,2,4,100,40,None,SVM,33318,92.21,2813,7.79,0.83,0.08,0.28,16.78,57.93,36131,0.92,0.09,0.92,0.92,0.92,0.83,0.92,0.89,10525,91.62,963,8.38,0.8,0.08,0.29,18.99,63.27,11488,0.92,0.11,0.92,0.92,0.92,0.8,0.91,0.89,119
2022-6-16/20:17:10,nomao,regular,2,4,100,40,CFS,IB1,35991,99.61,140,0.39,0.99,0.01,0.05,1.23,11.08,36131,1,0,1,1,1,0.99,1,1,10748,93.56,740,6.44,0.84,0.07,0.25,14.95,54.53,11488,0.94,0.09,0.94,0.94,0.94,0.84,0.94,0.93,13
2022-6-16/20:19:39,nomao,regular,2,4,100,40,CFS,SVM,31880,88.23,4251,11.77,0.75,0.12,0.34,25.36,71.22,36131,0.88,0.13,0.88,0.88,0.88,0.75,0.88,0.84,10090,87.83,1398,12.17,0.71,0.12,0.35,27.57,76.23,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.86,0.84,13
2022-6-16/20:31:0,nomao,regular,2,5,0,0,None,IB1,22975,100,1,0,1,0,0.01,0.03,1.26,22976,1,0,1,1,1,1,1,1,10746,93.54,742,6.46,0.84,0.06,0.25,15.86,56.37,11488,0.94,0.09,0.94,0.94,0.94,0.84,0.93,0.91,119
2022-6-16/20:33:41,nomao,regular,2,5,0,0,None,SVM,21112,91.89,1864,8.11,0.8,0.08,0.28,19.84,63,22976,0.92,0.11,0.92,0.92,0.92,0.8,0.91,0.89,10523,91.6,965,8.4,0.8,0.08,0.29,20.6,64.28,11488,0.92,0.11,0.92,0.92,0.92,0.8,0.9,0.89,119
2022-6-16/20:34:39,nomao,regular,2,5,0,0,CFS,IB1,22512,97.98,464,2.02,0.95,0.03,0.12,7.06,26.56,22976,0.98,0.03,0.98,0.98,0.98,0.95,1,1,10662,92.81,826,7.19,0.82,0.08,0.26,19.75,56.82,11488,0.93,0.12,0.93,0.93,0.93,0.82,0.95,0.94,11
2022-6-16/20:34:48,nomao,regular,2,5,0,0,CFS,SVM,20242,88.1,2734,11.9,0.72,0.12,0.34,29.1,76.29,22976,0.88,0.15,0.89,0.88,0.88,0.72,0.87,0.85,10039,87.39,1449,12.61,0.7,0.13,0.36,30.94,78.77,11488,0.87,0.15,0.88,0.87,0.88,0.7,0.86,0.84,11
2022-6-16/20:38:29,nomao,regular,2,5,0,RUS,None,IB1,13165,99.99,1,0.01,1,0,0.01,0.03,1.23,13166,1,0,1,1,1,1,1,1,10507,91.46,981,8.54,0.8,0.09,0.29,17.07,58.4,11488,0.92,0.08,0.92,0.92,0.92,0.8,0.92,0.9,119
2022-6-16/20:39:19,nomao,regular,2,5,0,RUS,None,SVM,12146,92.25,1020,7.75,0.85,0.08,0.28,15.49,55.67,13166,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,10532,91.68,956,8.32,0.8,0.08,0.29,16.64,57.69,11488,0.92,0.08,0.92,0.92,0.92,0.81,0.92,0.9,119
2022-6-16/20:39:52,nomao,regular,2,5,0,RUS,CFS,IB1,12868,97.74,298,2.26,0.95,0.03,0.13,6.48,25.43,13166,0.98,0.02,0.98,0.98,0.98,0.95,1,1,10482,91.24,1006,8.76,0.79,0.1,0.28,19.06,56.26,11488,0.91,0.08,0.92,0.91,0.91,0.8,0.94,0.93,10
2022-6-16/20:39:56,nomao,regular,2,5,0,RUS,CFS,SVM,11401,86.59,1765,13.41,0.73,0.13,0.37,26.81,73.23,13166,0.87,0.13,0.87,0.87,0.87,0.73,0.87,0.82,10040,87.4,1448,12.6,0.7,0.13,0.35,25.21,71.01,11488,0.87,0.15,0.88,0.87,0.88,0.7,0.86,0.84,10
2022-6-16/20:45:35,nomao,regular,2,5,Auto,RUS2,None,IB1,19747,99.99,1,0.01,1,0,0.01,0.03,1.23,19748,1,0,1,1,1,1,1,1,10710,93.23,778,6.77,0.84,0.07,0.26,15.85,57.38,11488,0.93,0.08,0.93,0.93,0.93,0.84,0.93,0.91,119
2022-6-16/20:47:30,nomao,regular,2,5,Auto,RUS2,None,SVM,18121,91.76,1627,8.24,0.82,0.08,0.29,18.54,60.89,19748,0.92,0.1,0.92,0.92,0.92,0.82,0.91,0.89,10515,91.53,973,8.47,0.8,0.08,0.29,19.79,64.16,11488,0.92,0.1,0.92,0.92,0.92,0.8,0.91,0.89,119
2022-6-16/20:48:19,nomao,regular,2,5,Auto,RUS2,CFS,IB1,19334,97.9,414,2.1,0.95,0.03,0.12,6.68,25.83,19748,0.98,0.03,0.98,0.98,0.98,0.95,1,1,10645,92.66,843,7.34,0.82,0.08,0.26,19.35,57.48,11488,0.93,0.11,0.93,0.93,0.93,0.82,0.95,0.94,11
2022-6-16/20:48:25,nomao,regular,2,5,Auto,RUS2,CFS,SVM,17337,87.79,2411,12.21,0.73,0.12,0.35,27.47,74.12,19748,0.88,0.14,0.88,0.88,0.88,0.73,0.87,0.84,10040,87.4,1448,12.6,0.7,0.13,0.35,29.45,78.27,11488,0.87,0.15,0.88,0.87,0.88,0.7,0.86,0.84,11
2022-6-16/21:1:8,nomao,regular,2,5,100,0,None,IB1,29558,100,1,0,1,0,0.01,0.02,1.01,29559,1,0,1,1,1,1,1,1,10739,93.48,749,6.52,0.84,0.07,0.26,13.7,53.32,11488,0.94,0.09,0.94,0.94,0.94,0.84,0.93,0.91,119
2022-6-16/21:5:59,nomao,regular,2,5,100,0,None,SVM,27180,91.95,2379,8.05,0.84,0.08,0.28,16.29,57.08,29559,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,10463,91.08,1025,8.92,0.79,0.09,0.3,18.73,62.37,11488,0.91,0.09,0.92,0.91,0.91,0.79,0.91,0.89,119
2022-6-16/21:7:19,nomao,regular,2,5,100,0,CFS,IB1,29362,99.33,197,0.67,0.99,0.01,0.07,1.88,13.7,29559,0.99,0.01,0.99,0.99,0.99,0.99,1,1,10587,92.16,901,7.84,0.81,0.08,0.28,17.11,57.63,11488,0.92,0.11,0.92,0.92,0.92,0.81,0.94,0.93,11
2022-6-16/21:7:46,nomao,regular,2,5,100,0,CFS,SVM,25781,87.22,3778,12.78,0.74,0.13,0.36,25.87,71.93,29559,0.87,0.13,0.87,0.87,0.87,0.74,0.87,0.82,10044,87.43,1444,12.57,0.7,0.13,0.35,26.38,74.03,11488,0.87,0.15,0.88,0.87,0.88,0.7,0.86,0.84,11
2022-6-16/21:19:26,nomao,regular,2,5,100,RUS,None,IB1,26330,100,1,0,1,0,0.01,0.02,1.01,26331,1,0,1,1,1,1,1,1,10707,93.2,781,6.8,0.84,0.07,0.26,13.61,52.15,11488,0.93,0.08,0.93,0.93,0.93,0.84,0.93,0.91,119
2022-6-16/21:23:21,nomao,regular,2,5,100,RUS,None,SVM,24256,92.12,2075,7.88,0.84,0.08,0.28,15.76,56.14,26331,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,10417,90.68,1071,9.32,0.78,0.09,0.31,18.65,61.07,11488,0.91,0.08,0.92,0.91,0.91,0.79,0.91,0.89,119
2022-6-16/21:24:28,nomao,regular,2,5,100,RUS,CFS,IB1,26137,99.26,194,0.74,0.99,0.01,0.07,2,14.11,26331,0.99,0.01,0.99,0.99,0.99,0.98,1,1,10561,91.93,927,8.07,0.8,0.08,0.28,16.72,55.9,11488,0.92,0.1,0.92,0.92,0.92,0.81,0.94,0.92,11
2022-6-16/21:25:2,nomao,regular,2,5,100,RUS,CFS,SVM,22879,86.89,3452,13.11,0.74,0.13,0.36,26.22,72.42,26331,0.87,0.13,0.87,0.87,0.87,0.74,0.87,0.82,10040,87.4,1448,12.6,0.7,0.13,0.35,25.21,71,11488,0.87,0.15,0.88,0.87,0.88,0.7,0.86,0.84,11
2022-6-16/22:0:18,nomao,regular,2,5,100,40,None,IB1,36115,100,1,0,1,0,0,0.02,0.98,36116,1,0,1,1,1,1,1,1,10741,93.5,747,6.5,0.84,0.07,0.26,14.74,55.67,11488,0.94,0.09,0.94,0.94,0.94,0.84,0.93,0.91,119
2022-6-16/22:6:33,nomao,regular,2,5,100,40,None,SVM,33322,92.26,2794,7.74,0.83,0.08,0.28,16.7,57.79,36116,0.92,0.08,0.92,0.92,0.92,0.83,0.92,0.89,10523,91.6,965,8.4,0.8,0.08,0.29,19.03,63.28,11488,0.92,0.1,0.92,0.92,0.92,0.8,0.91,0.89,119
2022-6-16/22:8:32,nomao,regular,2,5,100,40,CFS,IB1,35939,99.51,177,0.49,0.99,0.01,0.06,1.51,12.28,36116,1,0.01,1,1,1,0.99,1,1,10804,94.05,684,5.95,0.85,0.06,0.24,14.13,52.56,11488,0.94,0.09,0.94,0.94,0.94,0.85,0.95,0.94,13
2022-6-16/22:10:43,nomao,regular,2,5,100,40,CFS,SVM,32043,88.72,4073,11.28,0.76,0.11,0.34,24.34,69.77,36116,0.89,0.13,0.89,0.89,0.89,0.76,0.88,0.85,10052,87.5,1436,12.5,0.7,0.13,0.35,28.32,77.19,11488,0.88,0.15,0.88,0.88,0.88,0.7,0.86,0.84,13
2022-6-16/22:22:8,nomao,regular,3,6,0,0,None,IB1,22975,100,1,0,1,0,0.01,0.03,1.31,22976,1,0,1,1,1,1,1,1,10734,93.44,754,6.56,0.84,0.07,0.26,16.08,56.61,11488,0.93,0.1,0.93,0.93,0.93,0.84,0.92,0.91,119
2022-6-16/22:24:54,nomao,regular,3,6,0,0,None,SVM,21081,91.75,1895,8.25,0.8,0.08,0.29,20.25,63.64,22976,0.92,0.11,0.92,0.92,0.92,0.8,0.9,0.89,10542,91.77,946,8.23,0.8,0.08,0.29,20.16,63.41,11488,0.92,0.11,0.92,0.92,0.92,0.8,0.91,0.89,119
2022-6-16/22:25:57,nomao,regular,3,6,0,0,CFS,IB1,22821,99.33,155,0.67,0.98,0.01,0.07,2.39,15.45,22976,0.99,0.01,0.99,0.99,0.99,0.98,1,1,10818,94.17,670,5.83,0.86,0.06,0.24,15.05,52.53,11488,0.94,0.09,0.94,0.94,0.94,0.86,0.95,0.94,13
2022-6-16/22:26:15,nomao,regular,3,6,0,0,CFS,SVM,20770,90.4,2206,9.6,0.76,0.1,0.31,23.57,68.66,22976,0.9,0.14,0.9,0.9,0.9,0.77,0.88,0.87,10380,90.36,1108,9.64,0.76,0.1,0.31,23.61,68.62,11488,0.9,0.14,0.9,0.9,0.9,0.77,0.88,0.87,13
2022-6-16/22:29:56,nomao,regular,3,6,0,RUS,None,IB1,13084,100,0,0,1,0,0,0.01,0.01,13084,1,0,1,1,1,1,1,1,10524,91.61,964,8.39,0.8,0.08,0.29,16.8,57.93,11488,0.92,0.08,0.92,0.92,0.92,0.81,0.92,0.9,119
2022-6-16/22:30:57,nomao,regular,3,6,0,RUS,None,SVM,12021,91.88,1063,8.12,0.84,0.08,0.28,16.25,57.01,13084,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,10472,91.16,1016,8.84,0.79,0.09,0.3,17.69,59.48,11488,0.91,0.08,0.92,0.91,0.91,0.8,0.92,0.89,119
2022-6-16/22:31:28,nomao,regular,3,6,0,RUS,CFS,IB1,12737,97.35,347,2.65,0.95,0.04,0.14,7.45,27.27,13084,0.97,0.03,0.97,0.97,0.97,0.95,1,1,10592,92.2,896,7.8,0.82,0.09,0.26,17.23,52.08,11488,0.92,0.07,0.93,0.92,0.92,0.82,0.96,0.94,10
2022-6-16/22:31:32,nomao,regular,3,6,0,RUS,CFS,SVM,11304,86.4,1780,13.6,0.73,0.14,0.37,27.21,73.77,13084,0.86,0.14,0.87,0.86,0.86,0.73,0.86,0.81,10103,87.94,1385,12.06,0.71,0.12,0.35,24.11,69.44,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.86,0.84,10
2022-6-16/22:37:11,nomao,regular,3,6,Auto,RUS2,None,IB1,19624,99.99,1,0.01,1,0,0.01,0.03,1.24,19625,1,0,1,1,1,1,1,1,10704,93.18,784,6.82,0.83,0.07,0.26,15.92,57.43,11488,0.93,0.09,0.93,0.93,0.93,0.83,0.92,0.91,119
2022-6-16/22:39:15,nomao,regular,3,6,Auto,RUS2,None,SVM,18055,92,1570,8,0.82,0.08,0.28,18,60,19625,0.92,0.09,0.92,0.92,0.92,0.82,0.91,0.89,10558,91.9,930,8.1,0.81,0.08,0.28,18.86,62.55,11488,0.92,0.1,0.92,0.92,0.92,0.81,0.91,0.89,119
2022-6-16/22:40:10,nomao,regular,3,6,Auto,RUS2,CFS,IB1,19490,99.31,135,0.69,0.98,0.01,0.07,2.19,14.77,19625,0.99,0.01,0.99,0.99,0.99,0.98,1,1,10792,93.94,696,6.06,0.85,0.06,0.24,14.82,53.29,11488,0.94,0.08,0.94,0.94,0.94,0.85,0.95,0.94,14
2022-6-16/22:40:25,nomao,regular,3,6,Auto,RUS2,CFS,SVM,17352,88.42,2273,11.58,0.74,0.12,0.34,26.06,72.19,19625,0.88,0.13,0.89,0.88,0.89,0.74,0.88,0.84,10180,88.61,1308,11.39,0.73,0.11,0.34,26.53,74.18,11488,0.89,0.14,0.89,0.89,0.89,0.73,0.88,0.85,14
2022-6-16/22:53:32,nomao,regular,3,6,100,0,None,IB1,29517,100,1,0,1,0,0.01,0.02,1.05,29518,1,0,1,1,1,1,1,1,10739,93.48,749,6.52,0.84,0.07,0.26,13.71,53.35,11488,0.94,0.09,0.94,0.94,0.94,0.84,0.93,0.91,119
2022-6-16/22:58:50,nomao,regular,3,6,100,0,None,SVM,27123,91.89,2395,8.11,0.84,0.08,0.28,16.44,57.34,29518,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,10525,91.62,963,8.38,0.8,0.08,0.29,17.62,60.49,11488,0.92,0.09,0.92,0.92,0.92,0.81,0.92,0.89,119
2022-6-16/23:0:10,nomao,regular,3,6,100,0,CFS,IB1,29339,99.39,179,0.61,0.99,0.01,0.07,1.74,13.19,29518,0.99,0.01,0.99,0.99,0.99,0.99,1,1,10624,92.48,864,7.52,0.82,0.08,0.27,16.48,56.53,11488,0.93,0.1,0.93,0.93,0.93,0.82,0.94,0.93,11
2022-6-16/23:0:31,nomao,regular,3,6,100,0,CFS,SVM,25657,86.92,3861,13.08,0.73,0.13,0.36,26.5,72.8,29518,0.87,0.14,0.87,0.87,0.87,0.73,0.87,0.82,10105,87.96,1383,12.04,0.71,0.12,0.35,25.3,72.49,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.87,0.84,11
2022-6-16/23:11:58,nomao,regular,3,6,100,RUS,None,IB1,26166,100,1,0,1,0,0.01,0.02,1.01,26167,1,0,1,1,1,1,1,1,10708,93.21,780,6.79,0.84,0.07,0.26,13.59,52.12,11488,0.93,0.09,0.93,0.93,0.93,0.84,0.93,0.91,119
2022-6-16/23:15:47,nomao,regular,3,6,100,RUS,None,SVM,24072,91.99,2095,8.01,0.84,0.08,0.28,16.01,56.59,26167,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,10495,91.36,993,8.64,0.8,0.09,0.29,17.29,58.8,11488,0.91,0.08,0.92,0.91,0.92,0.8,0.92,0.89,119
2022-6-16/23:16:54,nomao,regular,3,6,100,RUS,CFS,IB1,25987,99.31,180,0.69,0.99,0.01,0.07,1.88,13.68,26167,0.99,0.01,0.99,0.99,0.99,0.99,1,1,10626,92.5,862,7.5,0.82,0.08,0.27,15.75,54.09,11488,0.93,0.1,0.93,0.93,0.93,0.82,0.94,0.93,11
2022-6-16/23:17:30,nomao,regular,3,6,100,RUS,CFS,SVM,22651,86.56,3516,13.44,0.73,0.13,0.37,26.87,73.31,26167,0.87,0.13,0.87,0.87,0.87,0.73,0.87,0.82,10102,87.94,1386,12.06,0.71,0.12,0.35,24.13,69.47,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.87,0.84,11
2022-6-16/23:52:47,nomao,regular,3,6,100,40,None,IB1,36091,100,1,0,1,0,0,0.02,1.01,36092,1,0,1,1,1,1,1,1,10744,93.52,744,6.48,0.84,0.06,0.25,14.68,55.47,11488,0.94,0.09,0.94,0.94,0.94,0.84,0.93,0.91,119
2022-6-17/0:0:2,nomao,regular,3,6,100,40,None,SVM,33249,92.12,2843,7.88,0.83,0.08,0.28,17.04,58.38,36092,0.92,0.09,0.92,0.92,0.92,0.83,0.92,0.89,10560,91.92,928,8.08,0.81,0.08,0.28,18.29,61.95,11488,0.92,0.09,0.92,0.92,0.92,0.81,0.91,0.89,119
2022-6-17/0:1:46,nomao,regular,3,6,100,40,CFS,IB1,35891,99.44,201,0.56,0.99,0.01,0.06,1.74,13.18,36092,0.99,0.01,0.99,0.99,0.99,0.99,1,1,10634,92.57,854,7.43,0.82,0.08,0.27,17.46,58.25,11488,0.93,0.11,0.93,0.93,0.93,0.82,0.94,0.93,10
2022-6-17/0:3:3,nomao,regular,3,6,100,40,CFS,SVM,31782,88.06,4310,11.94,0.74,0.12,0.35,25.84,71.88,36092,0.88,0.13,0.88,0.88,0.88,0.74,0.87,0.84,10113,88.03,1375,11.97,0.72,0.12,0.35,27.11,75.41,11488,0.88,0.14,0.89,0.88,0.88,0.72,0.87,0.85,10
2022-6-17/0:14:33,nomao,regular,2,7,0,0,None,IB1,22974,99.99,2,0.01,1,0,0.01,0.04,1.68,22976,1,0,1,1,1,1,1,1,10753,93.6,735,6.4,0.84,0.06,0.25,15.7,56.14,11488,0.94,0.09,0.94,0.94,0.94,0.84,0.93,0.91,119
2022-6-17/0:17:17,nomao,regular,2,7,0,0,None,SVM,21136,91.99,1840,8.01,0.81,0.08,0.28,19.56,62.55,22976,0.92,0.1,0.92,0.92,0.92,0.81,0.91,0.89,10550,91.83,938,8.16,0.8,0.08,0.29,20.04,63.46,11488,0.92,0.11,0.92,0.92,0.92,0.8,0.91,0.89,119
2022-6-17/0:18:14,nomao,regular,2,7,0,0,CFS,IB1,22501,97.93,475,2.07,0.95,0.03,0.12,7.46,27.31,22976,0.98,0.03,0.98,0.98,0.98,0.95,1,1,10702,93.16,786,6.84,0.83,0.08,0.25,18.82,55.22,11488,0.93,0.11,0.93,0.93,0.93,0.83,0.96,0.95,10
2022-6-17/0:18:29,nomao,regular,2,7,0,0,CFS,SVM,20166,87.77,2810,12.23,0.71,0.12,0.35,29.88,77.3,22976,0.88,0.15,0.88,0.88,0.88,0.71,0.86,0.84,10116,88.06,1372,11.94,0.71,0.12,0.35,29.31,76.74,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.86,0.85,10
2022-6-17/0:22:9,nomao,regular,2,7,0,RUS,None,IB1,13192,99.98,2,0.02,1,0,0.01,0.05,1.74,13194,1,0,1,1,1,1,1,1,10526,91.63,962,8.37,0.8,0.08,0.29,16.76,57.86,11488,0.92,0.08,0.92,0.92,0.92,0.81,0.92,0.9,119
2022-6-17/0:23:9,nomao,regular,2,7,0,RUS,None,SVM,12067,91.46,1127,8.54,0.83,0.09,0.29,17.08,58.45,13194,0.92,0.09,0.92,0.92,0.92,0.83,0.92,0.88,10493,91.34,995,8.66,0.8,0.09,0.29,17.32,58.86,11488,0.91,0.08,0.92,0.91,0.92,0.8,0.92,0.89,119
2022-6-17/0:23:40,nomao,regular,2,7,0,RUS,CFS,IB1,12866,97.51,328,2.49,0.95,0.04,0.13,7.06,26.55,13194,0.97,0.03,0.97,0.97,0.97,0.95,1,1,10547,91.81,941,8.19,0.81,0.09,0.27,18.14,54.24,11488,0.92,0.08,0.92,0.92,0.92,0.81,0.95,0.93,10
2022-6-17/0:23:44,nomao,regular,2,7,0,RUS,CFS,SVM,11399,86.4,1795,13.6,0.73,0.14,0.37,27.21,73.77,13194,0.86,0.14,0.86,0.86,0.86,0.73,0.86,0.81,10110,88,1378,12,0.71,0.12,0.35,23.99,69.27,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.87,0.85,10
2022-6-17/0:29:26,nomao,regular,2,7,Auto,RUS2,None,IB1,19788,99.99,2,0.01,1,0,0.01,0.04,1.72,19790,1,0,1,1,1,1,1,1,10711,93.24,777,6.76,0.84,0.07,0.26,15.83,57.37,11488,0.93,0.09,0.93,0.93,0.93,0.84,0.93,0.91,119
2022-6-17/0:31:38,nomao,regular,2,7,Auto,RUS2,None,SVM,18160,91.76,1630,8.24,0.82,0.08,0.29,18.53,60.88,19790,0.92,0.1,0.92,0.92,0.92,0.82,0.91,0.89,10553,91.86,935,8.14,0.8,0.08,0.29,19.04,62.96,11488,0.92,0.1,0.92,0.92,0.92,0.8,0.91,0.89,119
2022-6-17/0:32:27,nomao,regular,2,7,Auto,RUS2,CFS,IB1,19329,97.67,461,2.33,0.95,0.03,0.13,7.57,27.51,19790,0.98,0.03,0.98,0.98,0.98,0.95,1,1,10778,93.82,710,6.18,0.85,0.07,0.24,16.61,51.92,11488,0.94,0.09,0.94,0.94,0.94,0.85,0.96,0.96,10
2022-6-17/0:32:40,nomao,regular,2,7,Auto,RUS2,CFS,SVM,17314,87.49,2476,12.51,0.72,0.13,0.35,28.15,75.03,19790,0.88,0.15,0.88,0.88,0.88,0.72,0.86,0.83,10114,88.04,1374,11.96,0.71,0.12,0.35,27.97,76.32,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.86,0.84,10
2022-6-17/0:46:12,nomao,regular,2,7,100,0,None,IB1,29571,99.99,2,0.01,1,0,0.01,0.02,1.35,29573,1,0,1,1,1,1,1,1,10754,93.61,734,6.39,0.84,0.06,0.25,13.4,52.74,11488,0.94,0.09,0.94,0.94,0.94,0.84,0.93,0.91,119
2022-6-17/0:51:38,nomao,regular,2,7,100,0,None,SVM,27121,91.71,2452,8.29,0.83,0.08,0.29,16.78,57.93,29573,0.92,0.08,0.92,0.92,0.92,0.83,0.92,0.88,10536,91.71,952,8.29,0.8,0.08,0.29,17.39,60.09,11488,0.92,0.08,0.92,0.92,0.92,0.81,0.92,0.9,119
2022-6-17/0:52:57,nomao,regular,2,7,100,0,CFS,IB1,29383,99.36,190,0.64,0.99,0.01,0.07,1.86,13.61,29573,0.99,0.01,0.99,0.99,0.99,0.99,1,1,10651,92.71,837,7.29,0.82,0.08,0.27,15.95,55.58,11488,0.93,0.11,0.93,0.93,0.93,0.82,0.94,0.93,11
2022-6-17/0:53:30,nomao,regular,2,7,100,0,CFS,SVM,25744,87.05,3829,12.95,0.74,0.13,0.36,26.2,72.39,29573,0.87,0.14,0.87,0.87,0.87,0.74,0.87,0.82,10111,88.01,1377,11.99,0.71,0.12,0.35,25.15,72.27,11488,0.88,0.15,0.88,0.88,0.88,0.71,0.87,0.85,11
2022-6-17/1:5:11,nomao,regular,2,7,100,RUS,None,IB1,26385,99.99,2,0.01,1,0,0.01,0.03,1.4,26387,1,0,1,1,1,1,1,1,10707,93.2,781,6.8,0.83,0.07,0.26,13.6,52.13,11488,0.93,0.08,0.93,0.93,0.93,0.83,0.93,0.91,119
