Time,Dataset,Repetition,SmoteMin,SmoteMax,RUS,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2020-10-5/23:20:39,cll,1,40,0,1,CFS,IB1,23,100,0,0,1,0.05,0.05,11.56,11.55,23,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.48,0.23,0.42,50.86,89.27,37,0.7,0.25,0.72,0.7,0.69,0.49,0.72,0.61,95
2020-10-5/23:20:39,cll,1,40,0,1,CFS,Naive-Bayes,23,100,0,0,1,0,0,0,0,23,1,0,1,1,1,1,1,1,18,48.65,19,51.35,0.22,0.34,0.59,76.83,123.71,37,0.49,0.28,0.5,0.49,0.46,0.18,0.66,0.5,95
2020-10-5/23:20:40,cll,1,40,0,1,CFS,SVM,23,100,0,0,1,0.22,0.27,50.08,57.79,23,1,0,1,1,1,1,1,1,22,59.46,15,40.54,0.32,0.32,0.41,71.44,87.22,37,0.59,0.32,0.59,0.59,0.59,0.28,0.67,0.54,95
2020-10-5/23:8:5,cll,1,40,0,1,None,C4.5,23,100,0,0,1,0,0,0,0,23,1,0,1,1,1,1,1,1,16,43.24,21,56.76,0.13,0.38,0.62,84.91,130.05,37,0.43,0.32,0.44,0.43,0.42,0.09,0.56,0.43,11341
2020-10-5/23:8:40,cll,1,40,0,1,None,IB1,23,100,0,0,1,0.05,0.05,11.56,11.55,23,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.24,0.31,0.51,68.74,107.39,37,0.57,0.36,0.58,0.57,0.54,0.23,0.6,0.49,11341
2020-10-5/23:8:38,cll,1,40,0,1,None,Naive-Bayes,23,100,0,0,1,0,0,0,0,23,1,0,1,1,1,1,1,1,22,59.46,15,40.54,0.34,0.27,0.52,60.65,109.92,37,0.59,0.27,0.58,0.59,0.58,0.3,0.66,0.53,11341
2020-10-5/23:8:59,cll,1,40,0,1,None,SVM,23,100,0,0,1,0.22,0.27,50.08,57.79,23,1,0,1,1,1,1,1,1,23,62.16,14,37.84,0.37,0.31,0.41,70.09,85.66,37,0.62,0.28,0.62,0.62,0.62,0.34,0.69,0.56,11341
2020-9-29/23:30:6,cll,1,40,20,0,CFS,C4.5,80,97.56,2,2.44,0.96,0.03,0.12,7.23,26.96,82,0.98,0.02,0.98,0.98,0.98,0.95,0.99,0.98,17,45.95,20,54.05,0.09,0.35,0.58,87.12,127.48,37,0.46,0.39,0.46,0.46,0.46,0.08,0.57,0.45,158
2020-9-29/23:30:8,cll,1,40,20,0,CFS,IB1,82,100,0,0,1,0.02,0.02,4.05,3.79,82,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.46,0.22,0.46,55.68,100.24,37,0.68,0.24,0.69,0.68,0.68,0.44,0.72,0.61,158
2020-9-29/23:30:7,cll,1,40,20,0,CFS,Naive-Bayes,81,98.78,1,1.22,0.98,0.01,0.09,2.1,20.53,82,0.99,0.01,0.99,0.99,0.99,0.98,1,1,26,70.27,11,29.73,0.5,0.2,0.45,49.93,97.74,37,0.7,0.21,0.75,0.7,0.7,0.52,0.75,0.67,158
2020-9-29/23:30:9,cll,1,40,20,0,CFS,SVM,82,100,0,0,1,0.22,0.27,57.31,61.97,82,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.5,0.29,0.37,71.58,82.11,37,0.7,0.24,0.7,0.7,0.7,0.47,0.75,0.65,158
2020-9-29/22:54:20,cll,1,40,20,0,None,C4.5,81,98.78,1,1.22,0.98,0.02,0.09,4.09,20.27,82,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.98,22,59.46,15,40.54,0.32,0.27,0.51,67.33,112.91,37,0.59,0.31,0.6,0.59,0.6,0.29,0.65,0.52,11341
2020-9-29/22:54:57,cll,1,40,20,0,None,IB1,82,100,0,0,1,0.02,0.02,4.05,3.79,82,1,0,1,1,1,1,1,1,19,51.35,18,48.65,0.18,0.33,0.56,81.58,122.74,37,0.51,0.37,0.55,0.51,0.52,0.16,0.57,0.48,11341
2020-9-29/22:54:54,cll,1,40,20,0,None,Naive-Bayes,82,100,0,0,1,0,0,0,0,82,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.46,0.22,0.46,53.63,101.89,37,0.68,0.23,0.73,0.68,0.68,0.48,0.74,0.65,11341
2020-9-29/22:55:17,cll,1,40,20,0,None,SVM,82,100,0,0,1,0.22,0.27,57.31,61.97,82,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.49,0.31,0.4,76.05,87.23,37,0.7,0.24,0.72,0.7,0.7,0.48,0.73,0.62,11341
2020-9-30/0:8:21,cll,1,40,40,0,CFS,C4.5,88,98.88,1,1.12,0.98,0.01,0.09,3.88,19.74,89,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.98,19,51.35,18,48.65,0.18,0.32,0.56,80.45,122.26,37,0.51,0.34,0.51,0.51,0.51,0.17,0.58,0.46,154
2020-9-30/0:8:23,cll,1,40,40,0,CFS,IB1,89,100,0,0,1,0.01,0.02,3.83,3.55,89,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.46,0.22,0.46,55.41,99.02,37,0.68,0.24,0.69,0.68,0.68,0.44,0.72,0.61,154
2020-9-30/0:8:22,cll,1,40,40,0,CFS,Naive-Bayes,88,98.88,1,1.12,0.98,0.01,0.06,1.45,14.2,89,0.99,0.01,0.99,0.99,0.99,0.98,1,1,26,70.27,11,29.73,0.51,0.19,0.43,47.48,93.69,37,0.7,0.22,0.72,0.7,0.71,0.49,0.73,0.68,154
2020-9-30/0:8:24,cll,1,40,40,0,CFS,SVM,89,100,0,0,1,0.22,0.27,58.8,62.79,89,1,0,1,1,1,1,1,1,27,72.97,10,27.03,0.54,0.29,0.37,71.42,81,37,0.73,0.22,0.74,0.73,0.73,0.53,0.77,0.66,154
2020-9-29/23:32:8,cll,1,40,40,0,None,C4.5,88,98.88,1,1.12,0.98,0.01,0.09,3.88,19.74,89,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.98,22,59.46,15,40.54,0.32,0.27,0.52,67.16,111.51,37,0.59,0.31,0.6,0.59,0.6,0.29,0.65,0.52,11341
2020-9-29/23:32:46,cll,1,40,40,0,None,IB1,89,100,0,0,1,0.01,0.02,3.83,3.55,89,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.29,0.29,0.53,72.68,114.32,37,0.57,0.3,0.63,0.57,0.56,0.3,0.63,0.53,11341
2020-9-29/23:32:43,cll,1,40,40,0,None,Naive-Bayes,89,100,0,0,1,0,0,0,0,89,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.46,0.22,0.47,53.57,100.61,37,0.68,0.23,0.71,0.68,0.67,0.46,0.73,0.62,11341
2020-9-29/23:33:6,cll,1,40,40,0,None,SVM,89,100,0,0,1,0.22,0.27,58.8,62.79,89,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.49,0.31,0.4,75.89,86.05,37,0.7,0.24,0.72,0.7,0.7,0.48,0.73,0.62,11341
2020-9-30/0:45:51,cll,1,40,100,0,CFS,C4.5,108,98.18,2,1.82,0.96,0.02,0.11,6.61,25.81,110,0.98,0.02,0.98,0.98,0.98,0.97,0.99,0.97,19,51.35,18,48.65,0.2,0.33,0.56,80.87,116.47,37,0.51,0.34,0.52,0.51,0.52,0.18,0.57,0.47,191
2020-9-30/0:45:53,cll,1,40,100,0,CFS,IB1,110,100,0,0,1,0.01,0.01,3.43,3.03,110,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.46,0.22,0.46,54.8,95.18,37,0.68,0.23,0.73,0.68,0.68,0.48,0.72,0.61,191
2020-9-30/0:45:52,cll,1,40,100,0,CFS,Naive-Bayes,109,99.09,1,0.91,0.98,0,0.06,1.43,15.28,110,0.99,0.01,0.99,0.99,0.99,0.98,1,1,25,67.57,12,32.43,0.45,0.21,0.46,52.75,95.3,37,0.68,0.24,0.7,0.68,0.68,0.45,0.76,0.69,191
2020-9-30/0:45:54,cll,1,40,100,0,CFS,SVM,110,100,0,0,1,0.22,0.27,64.68,65.92,110,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.51,0.3,0.39,74.03,80.36,37,0.7,0.22,0.72,0.7,0.71,0.49,0.76,0.64,191
2020-9-30/0:10:41,cll,1,40,100,0,None,C4.5,109,99.09,1,0.91,0.98,0.01,0.08,3.47,18.71,110,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.99,22,59.46,15,40.54,0.32,0.27,0.52,66.76,107.17,37,0.59,0.31,0.6,0.59,0.6,0.29,0.65,0.52,11341
2020-9-30/0:11:19,cll,1,40,100,0,None,IB1,110,100,0,0,1,0.01,0.01,3.43,3.03,110,1,0,1,1,1,1,1,1,22,59.46,15,40.54,0.34,0.27,0.51,67.77,106.4,37,0.59,0.27,0.67,0.59,0.58,0.36,0.66,0.55,11341
2020-9-30/0:11:15,cll,1,40,100,0,None,Naive-Bayes,110,100,0,0,1,0,0,0,0,110,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.5,0.2,0.45,48.86,92.33,37,0.7,0.23,0.72,0.7,0.7,0.49,0.75,0.65,11341
2020-9-30/0:11:39,cll,1,40,100,0,None,SVM,110,100,0,0,1,0.22,0.27,64.68,65.92,110,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.49,0.31,0.4,75.51,82.47,37,0.7,0.24,0.72,0.7,0.7,0.48,0.73,0.62,11341
2020-9-30/1:45:2,cll,1,100,0,0,CFS,C4.5,78,98.73,1,1.27,0.98,0.02,0.09,3.97,19.94,79,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.98,19,51.35,18,48.65,0.19,0.32,0.56,79.19,124.85,37,0.51,0.34,0.51,0.51,0.51,0.17,0.58,0.46,191
2020-9-30/1:45:4,cll,1,100,0,0,CFS,IB1,79,100,0,0,1,0.02,0.02,3.94,3.8,79,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.45,0.22,0.46,54.74,101.29,37,0.68,0.26,0.68,0.68,0.68,0.43,0.71,0.6,191
2020-9-30/1:45:3,cll,1,100,0,0,CFS,Naive-Bayes,78,98.73,1,1.27,0.98,0.01,0.1,3.28,22.29,79,0.99,0.01,0.99,0.99,0.99,0.98,1,1,24,64.86,13,35.14,0.4,0.23,0.47,55.51,103.98,37,0.65,0.24,0.72,0.65,0.63,0.44,0.72,0.64,191
2020-9-30/1:45:5,cll,1,100,0,0,CFS,SVM,79,100,0,0,1,0.22,0.27,53.85,60,79,1,0,1,1,1,1,1,1,23,62.16,14,37.84,0.37,0.31,0.4,74.67,88.2,37,0.62,0.29,0.62,0.62,0.62,0.33,0.69,0.59,191
2020-9-30/0:47:45,cll,1,100,0,0,None,C4.5,79,100,0,0,1,0,0,0,0,79,1,0,1,1,1,1,1,1,23,62.16,14,37.84,0.37,0.25,0.5,61.49,111.39,37,0.62,0.26,0.64,0.62,0.63,0.36,0.68,0.54,11341
2020-9-30/0:48:22,cll,1,100,0,0,None,IB1,79,100,0,0,1,0.02,0.02,3.94,3.8,79,1,0,1,1,1,1,1,1,20,54.05,17,45.95,0.21,0.31,0.54,75.9,120.54,37,0.54,0.37,0.56,0.54,0.54,0.19,0.58,0.49,11341
2020-9-30/0:48:19,cll,1,100,0,0,None,Naive-Bayes,79,100,0,0,1,0,0,0,0,79,1,0,1,1,1,1,1,1,22,59.46,15,40.54,0.33,0.28,0.52,67.06,115.5,37,0.59,0.28,0.65,0.59,0.59,0.34,0.7,0.6,11341
2020-9-30/0:48:42,cll,1,100,0,0,None,SVM,79,100,0,0,1,0.22,0.27,53.85,60,79,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.49,0.31,0.4,74.67,88.2,37,0.7,0.24,0.72,0.7,0.7,0.48,0.73,0.62,11341
2020-10-5/23:29:28,cll,1,100,0,1,CFS,C4.5,34,97.14,1,2.86,0.96,0.04,0.13,7.92,28.14,35,0.97,0.01,0.97,0.97,0.97,0.96,0.98,0.96,29,78.38,8,21.62,0.64,0.16,0.37,35.8,79.26,37,0.78,0.15,0.81,0.78,0.79,0.64,0.82,0.72,100
2020-10-5/23:29:29,cll,1,100,0,1,CFS,IB1,35,100,0,0,1,0.04,0.04,7.9,7.9,35,1,0,1,1,1,1,1,1,19,51.35,18,48.65,0.24,0.33,0.55,74.97,115.96,37,0.51,0.32,0.54,0.51,0.47,0.2,0.59,0.53,100
2020-10-5/23:29:29,cll,1,100,0,1,CFS,Naive-Bayes,35,100,0,0,1,0,0,0,0,35,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.27,0.29,0.54,64.75,113.66,37,0.57,0.34,0.58,0.57,0.57,0.24,0.68,0.59,100
2020-10-5/23:29:30,cll,1,100,0,1,CFS,SVM,35,100,0,0,1,0.22,0.27,50.04,57.76,35,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.31,0.32,0.41,71.49,87.32,37,0.57,0.29,0.61,0.57,0.54,0.29,0.69,0.59,100
2020-10-5/23:21:52,cll,1,100,0,1,None,C4.5,34,97.14,1,2.86,0.96,0.04,0.13,7.92,28.14,35,0.97,0.01,0.97,0.97,0.97,0.96,0.98,0.96,29,78.38,8,21.62,0.64,0.16,0.37,35.8,79.26,37,0.78,0.15,0.81,0.78,0.79,0.64,0.82,0.72,11341
2020-10-5/23:22:28,cll,1,100,0,1,None,IB1,35,100,0,0,1,0.04,0.04,7.9,7.9,35,1,0,1,1,1,1,1,1,16,43.24,21,56.76,0.09,0.38,0.59,86.16,125.21,37,0.43,0.38,0.46,0.43,0.41,0.06,0.53,0.44,11341
2020-10-5/23:22:26,cll,1,100,0,1,None,Naive-Bayes,35,100,0,0,1,0,0,0,0,35,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.28,0.29,0.54,64.75,113.66,37,0.57,0.32,0.59,0.57,0.57,0.26,0.63,0.54,11341
2020-10-5/23:22:47,cll,1,100,0,1,None,SVM,35,100,0,0,1,0.22,0.27,50.04,57.76,35,1,0,1,1,1,1,1,1,19,51.35,18,48.65,0.23,0.33,0.43,74.19,90.35,37,0.51,0.32,0.54,0.51,0.49,0.2,0.65,0.54,11341
2020-9-30/2:46:54,cll,1,100,20,0,CFS,C4.5,85,98.84,1,1.16,0.98,0.02,0.09,3.73,19.34,86,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.98,21,56.76,16,43.24,0.27,0.29,0.53,70.33,116.78,37,0.57,0.3,0.57,0.57,0.57,0.27,0.65,0.51,199
2020-9-30/2:46:56,cll,1,100,20,0,CFS,IB1,86,100,0,0,1,0.01,0.02,3.7,3.54,86,1,0,1,1,1,1,1,1,24,64.86,13,35.14,0.42,0.24,0.48,58.78,104.57,37,0.65,0.26,0.67,0.65,0.65,0.4,0.69,0.59,199
2020-9-30/2:46:55,cll,1,100,20,0,CFS,Naive-Bayes,84,97.67,2,2.33,0.96,0.02,0.13,4.74,29.26,86,0.98,0.02,0.98,0.98,0.98,0.96,1,1,22,59.46,15,40.54,0.29,0.27,0.52,65.72,114.02,37,0.59,0.31,0.64,0.59,0.58,0.31,0.65,0.56,199
2020-9-30/2:46:57,cll,1,100,20,0,CFS,SVM,86,100,0,0,1,0.22,0.27,54.82,60.55,86,1,0,1,1,1,1,1,1,24,64.86,13,35.14,0.41,0.3,0.39,73.14,85.69,37,0.65,0.28,0.66,0.65,0.65,0.38,0.72,0.61,199
2020-9-30/1:47:2,cll,1,100,20,0,None,C4.5,85,98.84,1,1.16,0.98,0.02,0.09,3.73,19.34,86,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.98,22,59.46,15,40.54,0.32,0.27,0.51,66.05,113.09,37,0.59,0.31,0.6,0.59,0.6,0.29,0.65,0.52,11341
2020-9-30/1:47:40,cll,1,100,20,0,None,IB1,86,100,0,0,1,0.01,0.02,3.7,3.54,86,1,0,1,1,1,1,1,1,19,51.35,18,48.65,0.18,0.33,0.56,79.98,123.03,37,0.51,0.37,0.55,0.51,0.52,0.16,0.57,0.48,11341
2020-9-30/1:47:37,cll,1,100,20,0,None,Naive-Bayes,86,100,0,0,1,0,0,0,0,86,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.47,0.22,0.47,52.66,102.15,37,0.68,0.22,0.75,0.68,0.67,0.5,0.72,0.63,11341
2020-9-30/1:47:59,cll,1,100,20,0,None,SVM,86,100,0,0,1,0.22,0.27,54.82,60.55,86,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.49,0.31,0.4,74.61,87.36,37,0.7,0.24,0.72,0.7,0.7,0.48,0.73,0.62,11341
2020-9-30/3:38:18,cll,1,100,40,0,CFS,C4.5,92,98.92,1,1.08,0.98,0.01,0.08,3.54,18.86,93,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.98,16,43.24,21,56.76,0.06,0.38,0.61,92.19,132.61,37,0.43,0.39,0.44,0.43,0.43,0.04,0.49,0.41,182
2020-9-30/3:38:20,cll,1,100,40,0,CFS,IB1,93,100,0,0,1,0.01,0.01,3.51,3.32,93,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.47,0.22,0.46,54.36,99.38,37,0.68,0.23,0.72,0.68,0.67,0.48,0.72,0.61,182
2020-9-30/3:38:19,cll,1,100,40,0,CFS,Naive-Bayes,92,98.92,1,1.08,0.98,0.01,0.09,2.16,19.43,93,0.99,0.01,0.99,0.99,0.99,0.98,1,1,25,67.57,12,32.43,0.44,0.22,0.46,52.63,100.91,37,0.68,0.25,0.7,0.68,0.67,0.45,0.72,0.66,182
2020-9-30/3:38:21,cll,1,100,40,0,CFS,SVM,93,100,0,0,1,0.22,0.27,56.17,61.31,93,1,0,1,1,1,1,1,1,27,72.97,10,27.03,0.56,0.28,0.37,68.71,79.49,37,0.73,0.2,0.74,0.73,0.73,0.53,0.78,0.68,182
2020-9-30/2:49:0,cll,1,100,40,0,None,C4.5,92,98.92,1,1.08,0.98,0.01,0.08,3.54,18.86,93,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.98,22,59.46,15,40.54,0.32,0.27,0.52,65.98,111.85,37,0.59,0.31,0.6,0.59,0.6,0.29,0.65,0.52,11341
2020-9-30/2:49:39,cll,1,100,40,0,None,IB1,93,100,0,0,1,0.01,0.01,3.51,3.32,93,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.29,0.29,0.53,71.36,114.74,37,0.57,0.3,0.63,0.57,0.56,0.3,0.63,0.53,11341
2020-9-30/2:49:35,cll,1,100,40,0,None,Naive-Bayes,93,100,0,0,1,0,0,0,0,93,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.46,0.22,0.47,52.63,100.92,37,0.68,0.23,0.71,0.68,0.67,0.46,0.73,0.62,11341
2020-9-30/2:49:58,cll,1,100,40,0,None,SVM,93,100,0,0,1,0.22,0.27,56.17,61.31,93,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.49,0.31,0.4,74.55,86.32,37,0.7,0.24,0.72,0.7,0.7,0.48,0.73,0.62,11341
2020-9-30/4:25:48,cll,1,100,100,0,CFS,C4.5,112,98.25,2,1.75,0.97,0.02,0.1,5.61,23.76,114,0.98,0.02,0.98,0.98,0.98,0.96,0.99,0.98,19,51.35,18,48.65,0.19,0.33,0.56,80.05,117.8,37,0.51,0.34,0.51,0.51,0.51,0.17,0.56,0.46,208
2020-9-30/4:25:50,cll,1,100,100,0,CFS,IB1,114,100,0,0,1,0.01,0.01,3.15,2.85,114,1,0,1,1,1,1,1,1,22,59.46,15,40.54,0.34,0.27,0.51,66.77,107.09,37,0.59,0.27,0.66,0.59,0.59,0.34,0.66,0.56,208
2020-9-30/4:25:49,cll,1,100,100,0,CFS,Naive-Bayes,113,99.12,1,0.88,0.98,0.01,0.08,1.62,18.04,114,0.99,0.01,0.99,0.99,0.99,0.98,1,1,22,59.46,15,40.54,0.27,0.27,0.52,66.27,108.48,37,0.59,0.33,NaN,0.59,NaN,NaN,0.68,0.61,208
2020-9-30/4:25:51,cll,1,100,100,0,CFS,SVM,114,100,0,0,1,0.22,0.27,61.49,64.22,114,1,0,1,1,1,1,1,1,28,75.68,9,24.32,0.6,0.28,0.36,67.14,74.68,37,0.76,0.18,0.76,0.76,0.76,0.57,0.8,0.7,208
2020-9-30/3:40:42,cll,1,100,100,0,None,C4.5,113,99.12,1,0.88,0.98,0.01,0.08,3.19,17.91,114,0.99,0.01,0.99,0.99,0.99,0.98,0.99,0.99,22,59.46,15,40.54,0.32,0.27,0.52,65.81,107.82,37,0.59,0.31,0.6,0.59,0.6,0.29,0.65,0.52,11341
2020-9-30/3:41:21,cll,1,100,100,0,None,IB1,114,100,0,0,1,0.01,0.01,3.15,2.85,114,1,0,1,1,1,1,1,1,22,59.46,15,40.54,0.34,0.27,0.51,66.77,107.09,37,0.59,0.27,0.67,0.59,0.58,0.36,0.66,0.55,11341
2020-9-30/3:41:17,cll,1,100,100,0,None,Naive-Bayes,114,100,0,0,1,0,0,0,0,114,1,0,1,1,1,1,1,1,23,62.16,14,37.84,0.36,0.25,0.5,61.3,104.79,37,0.62,0.29,0.65,0.62,0.63,0.34,0.65,0.56,11341
2020-9-30/3:41:41,cll,1,100,100,0,None,SVM,114,100,0,0,1,0.22,0.27,61.49,64.22,114,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.49,0.31,0.4,74.44,82.97,37,0.7,0.24,0.72,0.7,0.7,0.48,0.73,0.62,11341
2020-9-30/5:15:12,cll,1,Auto,0,0,CFS,C4.5,103,100,0,0,1,0,0,0,0,103,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.28,0.29,0.54,64.36,112.99,37,0.57,0.3,0.57,0.57,0.56,0.27,0.63,0.49,185
2020-9-30/5:15:14,cll,1,Auto,0,0,CFS,IB1,103,100,0,0,1,0.01,0.01,2.83,2.83,103,1,0,1,1,1,1,1,1,25,67.57,12,32.43,0.45,0.22,0.46,49.72,96.5,37,0.68,0.26,0.68,0.68,0.68,0.43,0.71,0.6,185
2020-9-30/5:15:14,cll,1,Auto,0,0,CFS,Naive-Bayes,99,96.12,4,3.88,0.94,0.03,0.16,5.83,34.14,103,0.96,0.02,0.96,0.96,0.96,0.94,1,1,25,67.57,12,32.43,0.43,0.22,0.46,48.32,97.22,37,0.68,0.25,0.71,0.68,0.66,0.45,0.75,0.65,185
2020-9-30/5:15:16,cll,1,Auto,0,0,CFS,SVM,103,100,0,0,1,0.22,0.27,50.03,57.75,103,1,0,1,1,1,1,1,1,28,75.68,9,24.32,0.59,0.28,0.36,61.68,75.33,37,0.76,0.2,0.77,0.76,0.76,0.57,0.8,0.7,185
2020-9-30/4:28:1,cll,1,Auto,0,0,None,C4.5,103,100,0,0,1,0,0,0,0,103,1,0,1,1,1,1,1,1,23,62.16,14,37.84,0.37,0.25,0.5,56.32,105.69,37,0.62,0.26,0.64,0.62,0.63,0.36,0.68,0.54,11341
2020-9-30/4:28:39,cll,1,Auto,0,0,None,IB1,103,100,0,0,1,0.01,0.01,2.83,2.83,103,1,0,1,1,1,1,1,1,20,54.05,17,45.95,0.21,0.31,0.55,69.26,114.84,37,0.54,0.37,0.56,0.54,0.54,0.19,0.58,0.49,11341
2020-9-30/4:28:36,cll,1,Auto,0,0,None,Naive-Bayes,103,100,0,0,1,0,0,0,0,103,1,0,1,1,1,1,1,1,23,62.16,14,37.84,0.38,0.26,0.5,57.86,105.97,37,0.62,0.26,0.69,0.62,0.62,0.39,0.7,0.61,11341
2020-9-30/4:28:59,cll,1,Auto,0,0,None,SVM,103,100,0,0,1,0.22,0.27,50.03,57.75,103,1,0,1,1,1,1,1,1,26,70.27,11,29.73,0.49,0.31,0.4,68.39,83.69,37,0.7,0.24,0.72,0.7,0.7,0.48,0.73,0.62,11341
2020-10-6/0:31:31,cll,1,Auto,0,1,CFS,C4.5,98,100,0,0,1,0,0,0,0,98,1,0,1,1,1,1,1,1,18,48.65,19,51.35,0.15,0.34,0.59,76.98,124.03,37,0.49,0.35,0.49,0.49,0.48,0.14,0.57,0.44,199
2020-10-6/0:31:33,cll,1,Auto,0,1,CFS,IB1,98,100,0,0,1,0.01,0.01,2.97,2.97,98,1,0,1,1,1,1,1,1,30,81.08,7,18.92,0.68,0.14,0.35,30.49,74.22,37,0.81,0.16,0.81,0.81,0.81,0.67,0.82,0.74,199
2020-10-6/0:31:32,cll,1,Auto,0,1,CFS,Naive-Bayes,97,98.98,1,1.02,0.98,0.01,0.08,1.54,17.5,98,0.99,0.01,0.99,0.99,0.99,0.98,1,1,24,64.86,13,35.14,0.37,0.24,0.48,52.89,102.6,37,0.65,0.29,NaN,0.65,NaN,NaN,0.72,0.62,199
2020-10-6/0:31:34,cll,1,Auto,0,1,CFS,SVM,98,100,0,0,1,0.22,0.27,50.01,57.74,98,1,0,1,1,1,1,1,1,29,78.38,8,21.62,0.63,0.27,0.35,60.77,74.08,37,0.78,0.19,0.79,0.78,0.78,0.62,0.82,0.72,199
2020-10-5/23:31:32,cll,1,Auto,0,1,None,C4.5,98,100,0,0,1,0,0,0,0,98,1,0,1,1,1,1,1,1,23,62.16,14,37.84,0.36,0.25,0.5,56.72,106.47,37,0.62,0.28,0.63,0.62,0.62,0.34,0.67,0.54,11341
2020-10-5/23:32:10,cll,1,Auto,0,1,None,IB1,98,100,0,0,1,0.01,0.01,2.97,2.97,98,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.25,0.29,0.53,65.86,112.15,37,0.57,0.35,0.59,0.57,0.57,0.24,0.61,0.51,11341
2020-10-5/23:32:7,cll,1,Auto,0,1,None,Naive-Bayes,98,100,0,0,1,0,0,0,0,98,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.29,0.29,0.54,64.82,113.82,37,0.57,0.29,0.65,0.57,0.56,0.31,0.68,0.56,11341
2020-10-5/23:32:30,cll,1,Auto,0,1,None,SVM,98,100,0,0,1,0.22,0.27,50.01,57.74,98,1,0,1,1,1,1,1,1,27,72.97,10,27.03,0.54,0.3,0.39,67.52,82.69,37,0.73,0.21,0.75,0.73,0.73,0.54,0.76,0.65,11341
2021-3-2/17:18:52,cll,1,Auto,0,2,CFS,C4.5,34,97.14,1,2.86,0.96,0.04,0.13,7.92,28.14,35,0.97,0.01,0.97,0.97,0.97,0.96,0.98,0.96,29,78.38,8,21.62,0.64,0.16,0.37,35.8,79.26,37,0.78,0.15,0.81,0.78,0.79,0.64,0.82,0.72,110
2021-3-2/17:18:57,cll,1,Auto,0,2,CFS,IB1,35,100,0,0,1,0.04,0.04,7.9,7.9,35,1,0,1,1,1,1,1,1,18,48.65,19,51.35,0.19,0.35,0.56,78.7,119.13,37,0.49,0.35,0.49,0.49,0.45,0.13,0.57,0.52,110
2021-3-2/17:18:55,cll,1,Auto,0,2,CFS,Naive-Bayes,35,100,0,0,1,0,0,0,0,35,1,0,1,1,1,1,1,1,24,64.86,13,35.14,0.43,0.23,0.48,52.61,102.45,37,0.65,0.25,0.67,0.65,0.65,0.4,0.79,0.69,110
2021-3-2/17:19:0,cll,1,Auto,0,2,CFS,SVM,35,100,0,0,1,0.22,0.27,50.04,57.76,35,1,0,1,1,1,1,1,1,21,56.76,16,43.24,0.31,0.32,0.41,71.49,87.32,37,0.57,0.3,0.6,0.57,0.55,0.27,0.69,0.58,110
